id,darija,eng,darija_ar
304.0,thadan wkolchi yfout,,تهادان وكولشي يفوت
305.0,lhadra machi hia kolchi,,لهادرا ماشي هيا كولشي
306.0,lhadra machi hia li ghadi twassik,,لهادرا ماشي هيا لي غادي تواسّيك
307.0,had nhar ghadi nhadro,,هاد نهار غادي نهادرو
308.0,momkin nhadro mazyn,,مومكين نهادرو مازين
309.0,chadi waldk 3lia,,شادي والدك عليا
310.0,ana 3arfa ach kayn,,أنا عارفا أش كاين
311.0,bla mat9ol lia walo,,بلا ماتقول ليا والو
312.0,hadchi machi chghalk,,هادشي ماشي شغالك
313.0,ta3alm dkhol so9 rask,,تاعالم دخول سوق راسك
314.0,hayati machi hayat,,هاياتي ماشي هايات
315.0,ghir skot li b7alk makhasoch yhdr,,غير سكوت لي بحالك ماخاسوش يهدر
316.0,darna labas w3rfna nkamlo,,دارنا لاباس وعرفنا نكاملو
317.0,nta wahd ma m3ak hadra,,نتا واهد ما معاك هادرا
318.0,fik haja khayba,,فيك حاجة خايبا
319.0,machi haka khasha tkon,,ماشي هاكا خاسها تكون
320.0,sir berd 3la rask,,سير برد علا راسك
321.0,nji 3andk nti,,نجي عاندك نتي
322.0,zin lghalat lidreti houwa mahdretich 3la h9ek,,زين لغالات ليدرتي هووا ماهدرتيش علا هقك
323.0,matkhrjich mn tma hta tl9aw l7al .,,ماتخرجيش من تما هتا تلقاو لحال .
324.0,nti sekti wakha biyntilha bli ma3jbkch l7al,,نتي سكتي واخا بيينتيلها بلي ماعجبكش لحال
325.0,kan 3lik twajhiha goli liha hadi machi khdma,,كان عليك تواجهيها ڭولي ليها هادي ماشي خدما
326.0,radzeyriha wmarat9dch 3la chouha,,رادزيريها وماراتقدش علا شوها
327.0,ratl9a lik l7el,,راتلقا ليك لحل
328.0,matbkich wtf9ssi rassk .,,ماتبكيش وتفقسّي راسّك .
329.0,hdri 3la h9ek wt3awdlk lkhedma.,,هدري علا هقك وتعاودلك لخدما.
330.0,whta yla madartch m3ak l7el,,وهتا يلا مادارتش معاك لحل
331.0,ratkouni fchiti fiha 9elbk .,,راتكوني فشيتي فيها قلبك .
332.0,machi hiya tched lflouss wnti tkhrji bakya,,ماشي هييا تشد لفلوسّ ونتي تخرجي باكيا
333.0,ana makan3rfk nti makan3rfha hiya,,أنا ماكانعرفك نتي ماكانعرفها هييا
334.0,lakin hdartak jatni me3e9ola,,لاكين هدارتاك جاتني معقولا
335.0,ila kan hadchi tra lik m3ahom bjouj,,إلا كان هادشي ترا ليك معاهوم بجوج
336.0,wrina lkhdma dylhom,,ورينا لخدما ديلهوم
337.0,bach nty9ouk,,باش نتيقوك
338.0,awili 3la choha,,أويلي علا شوها
339.0,aji ahbiba n3awdo lik 3ndi 3la 7sabi,,أجي أهبيبا نعاودو ليك عندي علا حسابي
340.0,kon dwiti tema machi hta tji,,كون دويتي تما ماشي هتا تجي
341.0,lghalat fik min ma3jbokch tmak t9olihalhom,,لغالات فيك مين ماعجبوكش تماك تقوليهالهوم
342.0,3ad mkhlya dak l7ala fydik,,عاد مخليا داك لحالا فيديك
343.0,dik sa3a ya tbdlik ya 7ydihom,,ديك ساعا يا تبدليك يا حيديهوم
344.0,hado kaytflaw 3ela nas,,هادو كايتفلاو علا ناس
345.0,ntoma skto lihom bezaf,,نتوما سكتو ليهوم بزاف
346.0,awili ma sebagha ma walou,,أويلي ما سباغا ما والو
347.0,tkhrbi9a hadi saraha,,تخربيقا هادي ساراها
348.0,siri 3ndhom yhydoh lik,,سيري عندهوم يهيدوه ليك
349.0,wla ydiro lik whdakhor m9ad,,ولا يديرو ليك وهداخور مقاد
350.0,makaay3rfush lhaja lash kayssawbha,,ماكايعرفوسه لحاجة لاسه كايسّاوبها
351.0,saraha khaybin bzaf walakin matrj3ich 3ndhoum,,ساراها خايبين بزاف والاكين ماترجعيش عندهوم
352.0,bayna hadi hiya khedmthom,,باينا هادي هييا خدمتهوم
353.0,ana khdetha mn 3ndi wahd lbnt,,أنا خدتها من عندي واهد لبنت
354.0,mymknsh chhal wa3ra,,ميمكنسه شهال واعرا
355.0,ana jarabt ch7al men tari9a,,أنا جارابت شحال من تاريقا
356.0,walo makaysda9ch liya ma3raftch 3lach,,والو ماكايسداقش لييا ماعرافتش علاش
357.0,db nadamti 3la bant dayra tswirtha?,,دب نادامتي علا بانت دايرا تسويرتها?
358.0,mabaga hta wahed i3rafha,,ماباڭا هتا واهد إعرافها
359.0,wakhtii min 9bila we ana kanfkr,,واختيّ مين قبيلا و أنا كانفكر
360.0,kandhk bohdi fy9ti 3liya lmadi,,كاندهك بوهدي فيقتي علييا لمادي
361.0,z3ma liyam li kadoz maktwlich,,زعما لييام لي كادوز ماكتوليش
362.0,bghit ngol siyda li komondat 3 kilo gato hchoma 3lik,,بغيت نڭول سييدا لي كوموندات 3 كيلو ڭاتو هشوما عليك
363.0,khalitini zarbana khdamto lik okhwiti biya,,خاليتيني زاربانا خدامتو ليك أُخويتي بييا
364.0,lbnat gololi chno andir db,,لبنات ڭولولي شنو أندير دب
365.0,kayna wahd khat 3gozti,,كاينا واهد خات عڭوزتي
366.0,kathchi fiya lhdra,,كاتهشي فييا لهدرا
367.0,dima osabra liha makndwich m3aha,,ديما أُسابرا ليها ماكندويش معاها
368.0,lmohim kna wahd nhar kharjna,,لموهيم كنا واهد نهار خارجنا
369.0,gatli aji ndozo 3andha,,ڭاتلي أجي ندوزو عاندها
370.0,omchit m3aha,,أُمشيت معاها
371.0,galt ma3lich nmchi nchofha,,ڭالت ماعليش نمشي نشوفها
372.0,mchina dkhalna,,مشينا دخالنا
373.0,mchit ana knwjad kaskrot lihom,,مشيت أنا كنوجاد كاسكروت ليهوم
374.0,hiya galsa m3a khtha,,هييا ڭالسا معا ختها
375.0,jat gatl liha khaski tsiy9i had dar odarbiliha chitjfifa haltha,,جات ڭاتل ليها خاسكي تسييقي هاد دار أُداربيليها شيتجفيفا هالتها
376.0,dwzna l3chiya kandhko,,دوزنا لعشييا كاندهكو
377.0,jina ana o3gozti ldar,,جينا أنا أُعڭوزتي لدار
378.0,gatliha lghd lih n3ytolihom lghda,,ڭاتليها لغد ليه نعيتوليهوم لغدا
379.0,hiya hadik 3ytna lihom hiya owahd khtha khra,,هييا هاديك عيتنا ليهوم هييا أُواهد ختها خرا
380.0,jaw tghdaw,,جاو تغداو
381.0,gatlihom hadi limchina 3andha,,ڭاتليهوم هادي ليمشينا عاندها
382.0,khasni nmchi njma3 dik dar rah moskha,,خاسني نمشي نجماع ديك دار راه موسخا
383.0,nt9at khtha gatliha mamoskhach lkraya likhlawha hakak,,نتقات ختها ڭاتليها ماموسخاش لكرايا ليخلاوها هاكاك
384.0,ont9at hiya iwa ligal moskha howa limosakh,,أُنتقات هييا إوا ليڭال موسخا هووا ليموساخ
385.0,wahd nhar jaw bâto m3ana okadwi m3a khatha,,واهد نهار جاو بâتو معانا أُكادوي معا خاتها
386.0,matnodich t3awnina,,ماتنوديش تعاونينا
387.0,hchoma 3lik chno dartlik likadwi 3liha haka,,هشوما عليك شنو دارتليك ليكادوي عليها هاكا
388.0,ana db mf9osa 3liha oghadi ndirliha choha,,أنا دب مفقوسا عليها أُغادي نديرليها شوها
389.0,rani sabra mabghitch ndir chimochkil,,راني سابرا مابغيتش ندير شيموشكيل
390.0,mafhmtch fin kayn lmochkil,,مافهمتش فين كاين لموشكيل
391.0,wach chihaja mo9adasaa had lmantoj ?,,واش شيحاجة موقاداسا هاد لمانتوج ?
392.0,fhmoni 3afakom,,فهموني عافاكوم
393.0,chno baghyti yamchi yatlb.,,شنو باغيتي يامشي ياتلب.
394.0,3adi hna kamlin khadmin fach makn,,عادي هنا كاملين خادمين فاش ماكن
395.0,mhim hta wahd may3tina,,مهيم هتا واهد مايعتينا
396.0,yak khdma li khadm how halal ?,,ياك خدما لي خادم هوو هالال ?
397.0,awah nta tchhrti,,أواه نتا تشهرتي
398.0,weld drbna dayer lkhdmto,,ولد دربنا داير لخدمتو
399.0,kijak had stoun,,كيجاك هاد ستون
400.0,shablia l osstad lmjnon kissb3,,سهابليا ل أُسّتاد لمجنون كيسّبع
401.0,mashi wjhek hadak,,ماسهي وجهك هاداك
402.0,mchi widadi wlkin lkhdma rir dyal rejal,,مشي ويدادي ولكين لخدما رير ديال رجال
403.0,kaydber 3la raso blmantoj,,كايدبر علا راسو بلمانتوج
404.0,bndem tydhk ??,,بندم تيدهك ??
405.0,ntoma hta ymchi itchmkr 3ad yban lihom mhyeb,,نتوما هتا يمشي إتشمكر عاد يبان ليهوم مهيب
406.0,kaydehko 3lih hit dayr trbouch dlwidad ze3ma .,,كايدهكو عليه هيت داير تربوش دلويداد زعما .
407.0,mafiha ta 3ib had sora rah mn lfirma dyalo,,مافيها تا عيب هاد سورا راه من لفيرما ديالو
408.0,siyd 9adi gharad wbnadm kaydhk 3lih elch?,,سييد قادي غاراد وبنادم كايدهك عليه إلش?
409.0,hit widady khdam 3la rasso,,هيت ويدادي خدام علا راسّو
410.0,slm khti kdiri tawssil,,سلم ختي كديري تاوسّيل
411.0,3adi jabha wast l3yalat,,عادي جابها واست لعيالات
412.0,kato9a3 ra kamdiha fgalbak s3ib tal9ay liti9a otjiblik dakachi lichati,,كاتوقاع را كامديها فڭالباك سعيب تالقاي ليتيقا أُتجيبليك داكاشي ليشاتي
413.0,dima akhti lhwayj tchdihom nti,,ديما أختي لحوايج تشديهوم نتي
414.0,9lbi hda livreur bach trj3 lihom ila ma3jbatkch,,قلبي هدا ليڤرور باش ترجع ليهوم إلا ماعجباتكش
415.0,taman dyalo obnsba ila twskh dak lkhiit bach kaytn9a,,تامان ديالو أُبنسبا إلا توسخ داك لخيّت باش كايتنقا
416.0,kadiri bhal hado,,كاديري بهال هادو
417.0,tkhayal dakchi li fbali,,تخايال داكشي لي فبالي
418.0,la 3ala9a dye3t fih lwe9t,,لا عالاقا ديعت فيه لوقت
419.0,ch7al f 3mrak,,شحال ف عمراك
420.0,25 3am 3lach,,25 عام علاش
421.0,la walo ghi swaltk,,لا والو غي سوالتك
422.0,kon kanti hadga kon klina chi rfissa min idik,,كون كانتي هادڭا كون كلينا شي رفيسّا مين إديك
423.0,3awdi li 3la rask,,عاودي لي علا راسك
424.0,ma3raft mnin nbda,,ماعرافت منين نبدا
425.0,fima bghiti bday,,فيما بغيتي بداي
426.0,ana bant wohda mefcha 3nd walidiya,,أنا بانت ووهدا مفشا عند واليدييا
427.0,ach katgoli,,أش كاتڭولي
428.0,galt lik nodi jibi li manakal abnadm,,ڭالت ليك نودي جيبي لي ماناكال أبنادم
429.0,la la banti li hma9iti,,لا لا بانتي لي هماقيتي
430.0,ach katrwnii ashbti,,أش كاترونيّ أسهبتي
431.0,bghit nakal sochi 3afak,,بغيت ناكال سوشي عافاك
432.0,la la mazwinch mafih maytka,,لا لا مازوينش مافيه مايتكا
433.0,chi dhika bach nswro chi silfi,,شي دهيكا باش نسورو شي سيلفي
434.0,be9ay hta teghdya,,بقاي هتا تغديا
435.0,kay3jabni bnadm li dakhl sou9 rasso,,كايعجابني بنادم لي داخل سوق راسّو
436.0,khli li nemra dyalk,,خلي لي نمرا ديالك
437.0,sma7 li ma3ndich téléphon,,سماح لي ماعنديش تéلéپهون
438.0,ana banti makatbghich tn3as liya,,أنا بانتي ماكاتبغيش تنعاس لييا
439.0,3adi hit na3essa bnhar,,عادي هيت ناعسّا بنهار
440.0,ne3tih skata hta in3as,,نعتيه سكاتا هتا إنعاس
441.0,mamezyanach lih skata,,مامزياناش ليه سكاتا
442.0,reta7i baraka 3lik min tamara,,رتاحي باراكا عليك مين تامارا
443.0,ana o tamara tzadina 9ad 9ad,,أنا أُ تامارا تزادينا قاد قاد
444.0,matstahlch wo9ti li 3titak,,ماتستاهلش ووقتي لي عتيتاك
445.0,bhal ila hna bghina siyaha odoran,,بهال إلا هنا بغينا سيياها أُدوران
446.0,oskhan 3lina rssna obghina nrtaho,,أُسخان علينا رسّنا أُبغينا نرتاهو
447.0,hta wahd makrah,,هتا واهد ماكراه
448.0,ana kan glass ghir 3 ayam ola ktar kanhass blmalal,,أنا كان ڭلاسّ غير 3 أيام أُلا كتار كانهاسّ بلمالال
449.0,khassani chi haja ndirha,,خاسّاني شي حاجة نديرها
450.0,hta ana w93li nfs lblan,,هتا أنا وقعلي نفس لبلان
451.0,flhemam ana wlit chada me3ahom lhdit,,فلهمام أنا وليت شادا معاهوم لهديت
452.0,l9ithom mafahminch abaghin yhadro bach ytsmaw ki3arfo fkolchi,,لقيتهوم مافاهمينش أباغين يهادرو باش يتسماو كيعارفو فكولشي
453.0,nari saliti ma3aya,,ناري ساليتي ماعايا
454.0,mol taxi na9it lih wdnoo mzyan,,مول تاشي ناقيت ليه ودنو مزيان
455.0,saraha homa mafahmin walo w 7na 3yina nchr7o,,ساراها هوما مافاهمين والو و حنا عيينا نشرحو
456.0,achno tkhlssi 3liya nmchiw,,أشنو تخلسّي علييا نمشيو
457.0,aji tchofi howa li mchina lih w sawlna,,أجي تشوفي هووا لي مشينا ليه و ساولنا
458.0,hda ja hdak chi nhar nmchiwlo,,هدا جا هداك شي نهار نمشيولو
459.0,saraha kona fliftita7 kolchi kay7ama9,,ساراها كونا فليفتيتاح كولشي كايحاماق
460.0,bghit nchark m3akom chwiya mn dkchi li kan9ad,,بغيت نشارك معاكوم شوييا من دكشي لي كانقاد
461.0,chareki me3ana nb9aw nakhedo afekarr,,شاركي معانا نبقاو ناخدو أفكارّ
462.0,daba nti hadchi kaml kadirih,,دابا نتي هادشي كامل كاديريه
463.0,sahbtk anblokiha katnez 3lina,,ساهبتك أنبلوكيها كاتنز علينا
464.0,hay hay 3la l7adga dyalna,,هاي هاي علا لحادڭا ديالنا
465.0,khti mahtajak f hyati,,ختي ماهتاجاك ف هياتي
466.0,nari rajli meskin day3 kandir ghir sda wehda,,ناري راجلي مسكين دايع كاندير غير سدا وهدا
467.0,a fink? charki m3a nas dakchi li katwejdi,,أ فينك? شاركي معا ناس داكشي لي كاتوجدي
468.0,dik mri9a b loubia o btata,,ديك مريقا ب لوبيا أُ بتاتا
469.0,fach kendira ana kyji darbha zelzal,,فاش كنديرا أنا كيجي داربها زلزال
470.0,3mri 3rftha kt9ad hakak,,عمري عرفتها كتقاد هاكاك
471.0,khsni nshri tbasel bhal hado,,خسني نسهري تباسل بهال هادو
472.0,lebnat ana bghit n9as f lwazn,,لبنات أنا بغيت نقاس ف لوازن
473.0,chno tns7oni ndir,,شنو تنسحوني ندير
474.0,3afak wach had wa9i chams zwina?,,عافاك واش هاد واقي شامس زوينا?
475.0,makatkhalich dik lbyouda ?,,ماكاتخاليش ديك لبيودا ?
476.0,golili wach maktzere9ch lojah?,,ڭوليلي واش ماكتزرقش لوجاه?
477.0,wach makatb9ach ?,,واش ماكاتبقاش ?
478.0,n9edro n3awdo mayizena b thin?,,نقدرو نعاودو ماييزنا ب تهين?
479.0,ay ay ay 3la zine lghzal,,أي أي أي علا زين لغزال
480.0,wa9ila khedama hdaya,,واقيلا خداما هدايا
481.0,yak makaykhrej lhboub flwjeh ?,,ياك ماكايخرج لهبوب فلوجه ?
482.0,3afak kifach isti3mal dyalha?,,عافاك كيفاش إستيعمال ديالها?
483.0,oche7al deyal we9t bach tiban natija!?,,أُشحال ديال وقت باش تيبان ناتيجا!?
484.0,kon darti liha sokar glasi man lfou9,,كون دارتي ليها سوكار ڭلاسي مان لفوق
485.0,wach 3ndk hafla wmaja tawahd,,واش عندك هافلا وماجا تاواهد
486.0,hadchi ghi 7dakom siro tnchto chwiya,,هادشي غي حداكوم سيرو تنشتو شوييا
487.0,chkon khedamlik f drari,,شكون خدامليك ف دراري
488.0,ina blassa b debt,,إنا بلاسّا ب دبت
489.0,koun kanet 3ndi tomobil,,كون كانت عندي توموبيل
490.0,nji daba lebsa diali msebna m7edda,,نجي دابا لبسا ديالي مسبنا محدّا
491.0,khti wach mazalin badyin nji daba?,,ختي واش مازالين باديين نجي دابا?
492.0,kaytalbo laghla akhti,,كايتالبو لاغلا أختي
493.0,3ndhum dakchi n9i9i w kayb9aw tal 3h d sbah,,عندهوم داكشي نقيقي و كايبقاو تال عه د سباه
494.0,kayn akhti mossawira bnt,,كاين أختي موسّاويرا بنت
495.0,ila britiha zewina saraha,,إلا بريتيها زوينا ساراها
496.0,chofo lbent latkon w93at liha chi 7aja,,شوفو لبنت لاتكون وقعات ليها شي حاجا
497.0,malo hwa ma3ndoch double lhbal hada,,مالو هوا ماعندوش دوبل لهبال هادا
498.0,khti ana kansken hedak w beghit nkhdem,,ختي أنا كانسكن هداك و بغيت نخدم
499.0,w 3laach maymchich malou dayer idrab 3la lkhdma ?,,و علاش مايمشيش مالو داير إدراب علا لخدما ?
500.0,rah dayer idrab 3la lmouchkil li 3andou,,راه داير إدراب علا لموشكيل لي عاندو
501.0,wa3dini ghadi t3alji,,واعديني غادي تعالجي
502.0,fo9ach akhti gadi thti joza2e tani,,فوقاش أختي ڭادي تهتي جوزاء تاني
503.0,na9raw hâta yahfaw lina l3aynin.,,ناقراو هâتا ياهفاو لينا لعاينين.
504.0,omal9awch l9issa kamla bana9as ga3,,أُمالقاوش لقيسّا كاملا باناقاس ڭاع
505.0,isti9ala aslan mkychdohach,,إستيقالا أسلان مكيشدوهاش
506.0,matswlich rask had ass2ila ghyhm9ok,,ماتسوليش راسك هاد أسّإلا غيهمقوك
507.0,nti machi mas2oula 3la ta3amol dyalo,,نتي ماشي ماسأولا علا تاعامول ديالو
508.0,wld lhram wla mrid nafssi,,ولد لهرام ولا مريد نافسّي
509.0,mamrbich mochkilto hadik,,مامربيش موشكيلتو هاديك
510.0,yak kathti rassk 3la lossada kathssi brassk martha ?,,ياك كاتهتي راسّك علا لوسّادا كاتهسّي براسّك مارتها ?
511.0,ma2aditi had ?,,ماأديتي هاد ?
512.0,saf howa ymchi y3awd lmo,,ساف هووا يمشي يعاود لمو
513.0,bil3akes hadchi li dar l3ak,,بيلعاكس هادشي لي دار لعاك
514.0,khayb ghadi yekarhek fih,,خايب غادي يكارهك فيه
515.0,nessay o kouni 9wiya,,نسّاي أُ كوني قوييا
516.0,3ichi 7yatk,,عيشي حياتك
517.0,weli 7essen kif konti,,ولي حسّن كيف كونتي
518.0,nhar ychofk,,نهار يشوفك
519.0,y3eraf bli rah nti 7essn mno bezaf,,يعراف بلي راه نتي حسّن منو بزاف
520.0,rah kyn li nti diri fih lkhayer o howa yetkber 3lik,,راه كين لي نتي ديري فيه لخاير أُ هووا يتكبر عليك
521.0,mkberch fi lkhair,,مكبرش في لخاير
522.0,ib9a fik lhal 3la wdit wahd fra9kom chi had,,إبقا فيك لحال علا وديت واهد فراقكوم شي هاد
523.0,ama hada ga3 mayb9a fik lhal,,أما هادا ڭاع مايبقا فيك لحال
524.0,machi nti lwla ola la khra litla9ti,,ماشي نتي لولا أُلا لا خرا ليتلاقتي
525.0,nssayh otfakri bli alalh makaydir ghir lifiha lkhiir,,نسّايه أُتفاكري بلي ألاله ماكايدير غير ليفيها لخيّر
526.0,wach konti kat3awnih chwiya ?,,واش كونتي كاتعاونيه شوييا ?
527.0,la howa limkalaf bi kolchi,,لا هووا ليمكالاف بي كولشي
528.0,tla9 machi nihayat l3alam,,تلاق ماشي نيهايات لعالام
529.0,bi3 bach mabghiti sla3tak hadik,,بيع باش مابغيتي سلاعتاك هاديك
530.0,mabrok 3likom fo9ach l3ars.,,مابروك عليكوم فوقاش لعارس.
531.0,tra likom film hindi,,ترا ليكوم فيلم هيندي
532.0,blati blati wach hadchi bsah wla hi ktbtih wsafi,,بلاتي بلاتي واش هادشي بساه ولا هي كتبتيه وسافي
533.0,ana kankhaf man9rach,,أنا كانخاف مانقراش
534.0,la akhti ma blanch hada maymknch,,لا أختي ما بلانش هادا مايمكنش
535.0,wa khty ila jina ndwiw 3la lhwayj li kidoro maghadich nessaliw,,وا ختي إلا جينا ندويو علا لحوايج لي كيدورو ماغاديش نسّاليو
536.0,mnin jabti dak lfors li dayra o dak zit,,منين جابتي داك لفورس لي دايرا أُ داك زيت
537.0,m3il9a dyal maticha d hok,,معيلقا ديال ماتيشا د هوك
538.0,lhrira mara f chhal,,لهريرا مارا ف شهال
539.0,darba chabakia ou sefanj 3amr zit,,داربا شاباكيا و سفانج عامر زيت
540.0,hiya dart bezaf,,هييا دارت بزاف
541.0,ana tandir nisf 7aba barba sghiira m3a maticha,,أنا تاندير نيسف حابا باربا سغيّرا معا ماتيشا
542.0,ila kant maticha bldiya w7amra makat7taji ta 7aja,,إلا كانت ماتيشا بلدييا وحامرا ماكاتحتاجي تا حاجا
543.0,wch kadwra biha wla kat3mla flowl ?,,وش كادورا بيها ولا كاتعملا فلوول ?
544.0,awili 3la lbarba flhrira,,أويلي علا لباربا فلهريرا
545.0,fikra zwina daba njerebha,,فيكرا زوينا دابا نجربها
546.0,kideroha f mahalat dyal msamn o dakchi m3rofa,,كيدروها ف ماهالات ديال مسامن أُ داكشي معروفا
547.0,kola mara bach kanzaw9ha katji ra2i3a,,كولا مارا باش كانزاوقها كاتجي راإعا
548.0,wlah ma kdabti,,ولاه ما كدابتي
549.0,hiya lwa7ida li sad9at,,هييا لواحيدا لي سادقات
550.0,3tina lwsfa dyal basbousstk nsawboha,,عتينا لوسفا ديال باسبوسّتك نساوبوها
551.0,ma9adir 3inak mizanak,,ماقادير عيناك ميزاناك
552.0,hahia wajda t7amar lawjah,,هاهيا واجدا تحامار لاوجاه
553.0,kheti chhal t9am 3lik hadchi,,ختي شهال تقام عليك هادشي
554.0,katrkezo 3ela ad9e tafasil,,كاتركزو علا أدق تافاسيل
555.0,bchrtk hsassa,,بشرتك هساسّا
556.0,maknch 3lik takhdi lhmar,,ماكنش عليك تاخدي لهمار
557.0,kifch nt3aml m3ah wana sakna m3a 3gozty,,كيفش نتعامل معاه وانا ساكنا معا عڭوزتي
558.0,bayn lhssab mn lwal,,باين لهسّاب من لوال
559.0,mabantch liya lflos,,مابانتش لييا لفلوس
560.0,bant liya sokna m3a mo hiya lowla!,,بانت لييا سوكنا معا مو هييا لوولا!
561.0,fakri khti mzyan,,فاكري ختي مزيان
562.0,had nawi iraj3 flos seda9,,هاد ناوي إراجع فلوس سداق
563.0,hna rah mzewjin machi m3achrin,,هنا راه مزوجين ماشي معاشرين
564.0,kola ihot flosso,,كولا إهوت فلوسّو
565.0,dhniha b zit w mra mra hrkiha katji zwina,,دهنيها ب زيت و مرا مرا هركيها كاتجي زوينا
566.0,khaski t9t3iha r9i9a,,خاسكي تقتعيها رقيقا
567.0,ot9lbiha fach tkon tib,,أُتقلبيها فاش تكون تيب
568.0,7erkiha hta tib,,حركيها هتا تيب
569.0,btata db kayna ghir dyal frigo makatjich zwina bezaf,,بتاتا دب كاينا غير ديال فريڭو ماكاتجيش زوينا بزاف
570.0,kan9ata3ha chwia ghlida,,كانقاتاعها شويا غليدا
571.0,kan3awd naghsalha w hia m9at3a,,كانعاود ناغسالها و هيا مقاتعا
572.0,kan9as chwia dyal ncha dyalha,,كانقاس شويا ديال نشا ديالها
573.0,w ma9la ghar9a kandir zit taskhon mazyane,,و ماقلا غارقا كاندير زيت تاسخون مازيان
574.0,kanarmiha w kan9os lbota b7ala katsla9 kan7ayadha,,كانارميها و كانقوس لبوتا بحالا كاتسلاق كانحايادها
575.0,w nkhaliha tabrad w n3awd n9liha,,و نخاليها تابراد و نعاود نقليها
576.0,bach tgarmal men barra w ldakhal kaykoun rtab,,باش تڭارمال من بارّا و لداخال كايكون رتاب
577.0,diri lmal7a w lkhal w mghrofa kbira dial zit.,,ديري لمالحا و لخال و مغروفا كبيرا ديال زيت.
578.0,kant dayra idar inwi b 186 dh,,كانت دايرا إدار إنوي ب 186 ده
579.0,lblassa lifiha db mafihach inwi,,لبلاسّا ليفيها دب مافيهاش إنوي
580.0,daba y3iyt lik,,دابا يعييت ليك
581.0,lhaka dayra had chhar,,لهاكا دايرا هاد شهار
582.0,momkin tkhedmi b bita9a sim,,مومكين تخدمي ب بيتاقا سيم
583.0,khaliha f yed lah o li mektaba like hiya hadike,,خاليها ف يد الله أُ لي مكتابا ليك هييا هاديك
584.0,diri talab l2ilgha2,,ديري تالاب لإلغاء
585.0,rah mazal lhal obchwia 3lik,,راه مازال لحال أُبشويا عليك
586.0,homa aylghiwha lik rah ana lghitha l3am lfayt,,هوما أيلغيوها ليك راه أنا لغيتها لعام لفايت
587.0,kant dazt moda twila o9blo lia talab,,كانت دازت مودا تويلا أُقبلو ليا تالاب
588.0,3awdi lina tajriba dyalk,,عاودي لينا تاجريبا ديالك
589.0,li3endha chi haja dirha,,ليعندها شي حاجة ديرها
590.0,bach igolo flouss tss7i7 bano 3lihom,,باش إڭولو فلوسّ تسّحيح بانو عليهوم
591.0,wakha mzewer machi mochkil,,واخا مزور ماشي موشكيل
592.0,lbnat li bghaw sbibtat dyal sandrella 9bel maytsalaw,,لبنات لي بغاو سبيبتات ديال ساندرلّا قبل مايتسالاو
593.0,3adi khti siri 3ando nichan w9ouliha lih b adab .,,عادي ختي سيري عاندو نيشان وقوليها ليه ب أداب .
594.0,hadi mafiha walo .,,هادي مافيها والو .
595.0,khdmt 8 snin,,خدمت 8 سنين
596.0,dwzt 5 ro2assa wa7d fihom li kan modir,,دوزت 5 روأسّا واحد فيهوم لي كان مودير
597.0,9adi safha f instagram hssan,,قادي سافها ف إنستاڭرام هسّان
598.0,ana khditha b 18dhs wal bara7,,أنا خديتها ب 1هدهس وال باراح
599.0,bghit nachriha o ndirha f frigo,,بغيت ناشريها أُ نديرها ف فريڭو
600.0,ma3raftch wach matakhsarch za3ma?,,ماعرافتش واش ماتاخسارش زاعما?
601.0,wakha ghi l ramdan li katwali b 50dhs,,واخا غي ل رامدان لي كاتوالي ب خ0دهس
602.0,ma3raft 3lach ana matht f dyal 8 dh,,ماعرافت علاش أنا ماتهت ف ديال 8 ده
603.0,imta tba3t htit fiha 20dh,,إمتا تباعت هتيت فيها ء0ده
604.0,hadi machi zwina zwina hia dik lka7la,,هادي ماشي زوينا زوينا هيا ديك لكاحلا
605.0,la akhti ri fr9iha 3la joj 7iydi mnha l3dem w diriha ftlaja,,لا أختي ري فرقيها علا جوج حييدي منها لعدم و ديريها فتلاجا
606.0,bzaf li l9ithom jaybin wladhom,,بزاف لي لقيتهوم جايبين ولادهوم
607.0,tahiya kbira lihom,,تاهييا كبيرا ليهوم
608.0,iwa hadik hya lmra lhora,,إوا هاديك هيا لمرا لهورا
609.0,lwld wach 3aych m3a mamah,,لولد واش عايش معا ماماه
610.0,sbri db tl9ay liystahlk,,سبري دب تلقاي لييستاهلك
611.0,tsnay ta nhar tlat ghadi ikon iftitah,,تسناي تا نهار تلات غادي إكون إفتيتاه
612.0,chidi noba dyalk tkoni nti lowla bach takhdih,,شيدي نوبا ديالك تكوني نتي لوولا باش تاخديه
613.0,wafin kayn had lma7al ?,,وافين كاين هاد لماحال ?
614.0,zwine wakha tawel flawel,,زوين واخا تاول فلاول
615.0,kangol mo7al yhdar 3la 3o9obat w l maham,,كانڭول موحال يهدار علا عوقوبات و ل ماهام
616.0,tare9 l kolchi ana aslan kay3jabni dak siyed,,تارق ل كولشي أنا أسلان كايعجابني داك سييد
617.0,nti makatmergich,,نتي ماكاتمرڭيش
618.0,wajhak 9asah,,واجهاك قاساه
619.0,had no3 ghadi tchofi m3ah lwil,,هاد نوع غادي تشوفي معاه لويل
620.0,walayni tmimi3a m3a rassk,,والايني تميميعا معا راسّك
621.0,koun matchrtish bzf,,كون ماتشرتيسه بزف
622.0,yjib lik dkchi bla matgoliha,,يجيب ليك دكشي بلا ماتڭوليها
623.0,y3tik floss bach t9day wchri b do9ek,,يعتيك فلوسّ باش تقداي وشري ب دوقك
